20180827,洪山,团结大道,花样年幸福万象,2室1厅,90平米,4200
20180827,洪山,团结大道,东湖尚郡,3室1厅,102平米,7500
20180827,洪山,团结大道,东沙花园北区,2室1厅,62平米,2500
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,70平米,2200
20180827,洪山,团结大道,保利城,2室1厅,89平米,3000
20180827,洪山,团结大道,保利城SOHO中心,2室1厅,116平米,2000
20180827,洪山,团结大道,保利城,2室2厅,89平米,2600
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,71平米,2200
20180827,洪山,团结大道,爱家皇家公馆,1室1厅,47平米,2300
20180827,洪山,团结大道,花样年幸福万象,1室1厅,68平米,2600
20180827,洪山,团结大道,丽华苑,3室1厅,12平米,1060
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,73平米,2200
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,10平米,860
20180827,洪山,团结大道,铁机还建楼二期,3室2厅,125平米,2400
20180827,洪山,团结大道,花畔里,2室1厅,100平米,3500
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2200
20180827,洪山,团结大道,金地自在城,3室2厅,118平米,3000
20180827,洪山,团结大道,天丰花园,6室0厅,147平米,5500
20180827,洪山,团结大道,爱家皇家公馆,3室1厅,85平米,3000
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2000
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2000
20180827,洪山,团结大道,金地自在城,1室1厅,37平米,2000
20180827,洪山,团结大道,东亭新嘉源,1室1厅,50平米,1500
20180827,洪山,团结大道,徐东苑,2室1厅,68平米,2100
20180827,洪山,团结大道,花样年幸福万象,2室1厅,45平米,3400
20180827,洪山,团结大道,天丰花园,3室2厅,113平米,3000
20180827,洪山,团结大道,东湖尚郡,3室1厅,103平米,7500
20180827,洪山,团结大道,九阳轩,2室2厅,98平米,2200
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,80平米,2200
20180827,洪山,团结大道,金地自在城,1室0厅,37平米,1550
20180827,洪山,团结大道,金地自在城,3室1厅,87平米,2000
20180827,洪山,团结大道,爱家皇家公馆,2室1厅,77平米,2800
20180827,洪山,团结大道,金地自在城,1室0厅,30平米,960
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,72平米,2700
20180827,洪山,团结大道,东亭新嘉源,3室2厅,100平米,2800
20180827,洪山,团结大道,金地自在城,3室1厅,87平米,3000
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2100
20180827,洪山,团结大道,丽华苑,3室1厅,9平米,1030
20180827,洪山,团结大道,丽华苑,2室1厅,83平米,2300
20180827,洪山,团结大道,爱家国际华城,3室2厅,128平米,3900
20180827,洪山,团结大道,保利城,3室2厅,122平米,3800
20180827,洪山,团结大道,爱家国际华城,4室2厅,164平米,5000
20180827,洪山,团结大道,金地自在城,1室1厅,38平米,1500
20180827,洪山,团结大道,东湖尚郡,4室1厅,103平米,5000
20180827,洪山,团结大道,爱家国际华城,3室1厅,108平米,2900
20180827,洪山,团结大道,爱家国际华城,4室2厅,160平米,5200
20180827,洪山,团结大道,金地自在城,1室0厅,37平米,2000
20180827,洪山,团结大道,金地自在城,2室0厅,70平米,3500
20180827,洪山,团结大道,保利城,2室1厅,90平米,2600
20180827,洪山,团结大道,东亭新嘉源,3室2厅,101平米,2800
20180827,洪山,团结大道,保利城,4室2厅,175平米,4000
20180827,洪山,团结大道,保利城,3室2厅,125平米,1900
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,80平米,2100
20180827,洪山,团结大道,徐东苑,1室1厅,53平米,2200
20180827,洪山,团结大道,保利城,3室2厅,106平米,3000
20180827,洪山,团结大道,爱家皇家公馆,1室1厅,59平米,2600
20180827,洪山,团结大道,保利城,3室1厅,120平米,4000
20180827,洪山,团结大道,东湖尚郡,3室2厅,103平米,5500
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,72平米,2100
20180827,洪山,团结大道,爱家皇家公馆,2室1厅,84平米,3000
20180827,洪山,团结大道,武丰佳园,4室1厅,19平米,800
20180827,洪山,团结大道,爱家国际华城,3室2厅,128平米,3800
20180827,洪山,团结大道,东亭新嘉源,1室1厅,50平米,2200
20180827,洪山,团结大道,金地自在城,1室0厅,27平米,2100
20180827,洪山,团结大道,爱家皇家公馆,2室1厅,97平米,3000
20180827,洪山,团结大道,东亭新嘉源,1室1厅,40平米,1400
20180827,洪山,团结大道,保利城,2室2厅,90平米,2700
20180827,洪山,团结大道,丽华苑,3室2厅,90平米,2400
20180827,洪山,团结大道,绿景苑港东名居一期,2室1厅,90平米,2000
20180827,洪山,团结大道,铁机还建楼二期,4室1厅,95平米,2700
20180827,洪山,团结大道,金地自在城,3室2厅,117平米,2000
20180827,洪山,团结大道,保利城,3室1厅,95平米,3500
20180827,洪山,团结大道,徐东苑,3室0厅,60平米,2100
20180827,洪山,团结大道,金地自在城,1室0厅,41平米,2000
20180827,洪山,团结大道,爱家皇家公馆,1室0厅,47平米,2000
20180827,洪山,团结大道,东湖尚郡,3室2厅,102平米,10000
20180827,洪山,团结大道,东亭新嘉源,2室2厅,83平米,2300
20180827,洪山,团结大道,天丰花园,2室2厅,100平米,3500
20180827,洪山,团结大道,铁机还建楼二期,5室1厅,15平米,1060
20180827,洪山,团结大道,爱家皇家公馆,2室1厅,77平米,3200
20180827,洪山,团结大道,金地自在城,1室1厅,40平米,1600
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2200
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2000
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,71平米,2200
20180827,洪山,团结大道,天丰花园,3室2厅,128平米,2800
20180827,洪山,团结大道,东亭新嘉源,2室2厅,80平米,2400
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2100
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,71平米,2250
20180827,洪山,团结大道,东沙花园北区,2室1厅,62平米,2500
20180827,洪山,团结大道,铁机还建楼二期,4室2厅,120平米,3000
20180827,洪山,团结大道,绿景苑港东名居一期,3室2厅,88平米,2500
20180827,洪山,团结大道,金地自在城,3室2厅,89平米,3000
20180827,洪山,团结大道,天丰花园,3室2厅,114平米,3100
20180827,洪山,团结大道,金地自在城,5室1厅,8平米,990
20180827,洪山,团结大道,金地自在城,5室1厅,9平米,990
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,71平米,2200
20180827,洪山,团结大道,铁机还建楼二期,5室1厅,17平米,1230
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,72平米,2200
20180827,洪山,团结大道,丽华苑,2室2厅,85平米,2500
20180827,洪山,团结大道,武丰佳园,2室2厅,86平米,2400
20180827,洪山,团结大道,保利城,2室1厅,90平米,2600
20180827,洪山,团结大道,金地自在城,1室1厅,40平米,2000
20180827,洪山,团结大道,金地自在城,1室0厅,37平米,1850
20180827,洪山,团结大道,保利城,3室2厅,96平米,3500
20180827,洪山,团结大道,爱家国际华城,4室2厅,159平米,4500
20180827,洪山,团结大道,爱家国际华城,5室3厅,196平米,7000
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,71平米,1900
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,71平米,2300
20180827,洪山,团结大道,绿景苑港东名居二期,3室1厅,92平米,2600
20180827,洪山,团结大道,徐东苑,2室1厅,73平米,2100
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2000
20180827,洪山,团结大道,金地自在城,3室1厅,90平米,3600
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2200
20180827,洪山,团结大道,丽华苑,2室1厅,79平米,2600
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2100
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,93平米,2300
20180827,洪山,团结大道,东亭新嘉源,1室1厅,18平米,1100
20180827,洪山,团结大道,武丰佳园,2室2厅,85平米,2300
20180827,洪山,团结大道,金地自在城,3室2厅,106平米,1800
20180827,洪山,团结大道,金地自在城,1室1厅,37平米,2200
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,9平米,890
20180827,洪山,团结大道,东亭新嘉源,1室1厅,18平米,1100
20180827,洪山,团结大道,武丰佳园,2室2厅,85平米,2300
20180827,洪山,团结大道,金地自在城,3室2厅,106平米,1800
20180827,洪山,团结大道,金地自在城,1室1厅,37平米,2200
20180827,洪山,团结大道,保利城,3室2厅,156平米,3600
20180827,洪山,团结大道,丽华苑,2室1厅,85平米,2400
20180827,洪山,团结大道,丽华苑,3室1厅,13平米,1130
20180827,洪山,团结大道,保利城,3室2厅,110平米,3200
20180827,洪山,团结大道,徐东苑,2室1厅,70平米,2300
20180827,洪山,团结大道,保利城,6室3厅,273平米,15500
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,9平米,990
20180827,洪山,团结大道,东亭新嘉源,5室2厅,120平米,3500
20180827,洪山,团结大道,金地自在城,1室1厅,37平米,2000
20180827,洪山,团结大道,金地自在城,3室1厅,88平米,3200
20180827,洪山,团结大道,东亭新嘉源,1室1厅,40平米,1400
20180827,洪山,团结大道,江南新天地A区,2室1厅,80平米,2100
20180827,洪山,团结大道,金地自在城,1室0厅,37平米,1900
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2200
20180827,洪山,团结大道,丽华苑,3室1厅,9平米,960
20180827,洪山,团结大道,金地自在城,3室2厅,93平米,3200
20180827,洪山,团结大道,保利城,1室0厅,94平米,1000
20180827,洪山,团结大道,金鹤园四期,2室2厅,90平米,1900
20180827,洪山,团结大道,绿景苑港东名居一期,3室1厅,87平米,2300
20180827,洪山,团结大道,铁机宿舍,2室1厅,68平米,2200
20180827,洪山,团结大道,爱家皇家公馆,2室2厅,95平米,2500
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,96平米,2800
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2100
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,71平米,2500
20180827,洪山,团结大道,丽华苑,2室2厅,87平米,2500
20180827,洪山,团结大道,东湖尚郡,3室2厅,101平米,9000
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2200
20180827,洪山,团结大道,丽华苑,3室1厅,9平米,960
20180827,洪山,团结大道,金地自在城,3室2厅,93平米,3200
20180827,洪山,团结大道,保利城,1室0厅,94平米,1000
20180827,洪山,团结大道,金鹤园四期,2室2厅,90平米,1900
20180827,洪山,团结大道,绿景苑港东名居一期,3室1厅,87平米,2300
20180827,洪山,团结大道,铁机宿舍,2室1厅,68平米,2200
20180827,洪山,团结大道,绿景苑港东名居一期,2室2厅,86平米,2200
20180827,洪山,团结大道,保利城,3室1厅,9平米,990
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,73平米,2200
20180827,洪山,团结大道,保利城,4室1厅,176平米,4500
20180827,洪山,团结大道,金地自在城,2室2厅,78平米,2600
20180827,洪山,团结大道,丽华苑,3室1厅,9平米,1260
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,9平米,1030
20180827,洪山,团结大道,东亭新嘉源,3室2厅,92平米,2800
20180827,洪山,团结大道,金地自在城,1室1厅,40平米,1600
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,9平米,890
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,9平米,890
20180827,洪山,团结大道,爱家皇家公馆,1室0厅,47平米,2400
20180827,洪山,团结大道,保利城,2室2厅,78平米,2600
20180827,洪山,团结大道,铁机还建楼二期,3室2厅,126平米,3400
20180827,洪山,团结大道,江南新天地A区,2室1厅,80平米,2100
20180827,洪山,团结大道,中南宿舍,3室1厅,90平米,3300
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,9平米,890
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,9平米,1030
20180827,洪山,团结大道,金地自在城,3室2厅,118平米,2500
20180827,洪山,团结大道,保利城,3室2厅,94平米,1800
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,9平米,860
20180827,洪山,团结大道,保利城,3室2厅,93平米,3000
20180827,洪山,团结大道,东沙花园北区,5室1厅,125平米,1300
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,71平米,2500
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,72平米,2100
20180827,洪山,团结大道,金地自在城,3室2厅,96平米,1800
20180827,洪山,团结大道,绿景苑港东名居二期,2室2厅,70平米,2400
20180827,洪山,团结大道,铁机还建楼二期,4室2厅,95平米,3000
20180827,洪山,团结大道,东沙花园北区,2室1厅,63平米,2500
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,71平米,2500
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,72平米,2400
20180827,洪山,团结大道,武丰佳园,1室0厅,15平米,1200
20180827,洪山,团结大道,铁机还建楼二期,5室1厅,10平米,860
20180827,洪山,团结大道,保利城,3室2厅,94平米,3600
20180827,洪山,团结大道,保利城,2室2厅,90平米,2800
20180827,洪山,团结大道,金地自在城,1室1厅,38平米,1500
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,72平米,2100
20180827,洪山,团结大道,天丰花园,3室2厅,123平米,3200
20180827,洪山,团结大道,保利城,3室2厅,92平米,3000
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,75平米,2000
20180827,洪山,团结大道,东沙花园北区,2室1厅,60平米,2400
20180827,洪山,团结大道,金地自在城,1室1厅,37平米,1900
20180827,洪山,团结大道,保利城,4室1厅,11平米,1060
20180827,洪山,团结大道,保利城,2室2厅,90平米,2500
20180827,洪山,团结大道,花样年幸福万象,1室1厅,36平米,1800
20180827,洪山,团结大道,花样年幸福万象,1室1厅,39平米,1800
20180827,洪山,团结大道,保利城SOHO中心,1室1厅,45平米,2000
20180827,洪山,团结大道,保利城SOHO中心,1室1厅,44平米,2000
20180827,洪山,团结大道,保利城SOHO中心,1室1厅,44平米,2200
20180827,洪山,团结大道,爱家国际华城,2室2厅,97平米,3200
20180827,洪山,团结大道,爱家国际华城,4室2厅,159平米,4500
20180827,洪山,团结大道,爱家国际华城,5室3厅,196平米,7000
20180827,洪山,团结大道,保利城SOHO中心,1室1厅,45平米,2000
20180827,洪山,团结大道,保利城SOHO中心,1室1厅,44平米,2000
20180827,洪山,团结大道,保利城SOHO中心,1室1厅,44平米,2200
20180827,洪山,团结大道,爱家国际华城,2室2厅,97平米,3200
20180827,洪山,团结大道,保利城,3室2厅,120平米,3500
20180827,洪山,团结大道,东沙花园北区,2室2厅,93平米,3500
20180827,洪山,团结大道,金地自在城,4室2厅,155平米,3500
20180827,洪山,团结大道,金地自在城,1室1厅,37平米,2100
20180827,洪山,团结大道,保利城SOHO中心,1室1厅,60平米,2100
20180827,洪山,团结大道,铁机还建楼二期,4室2厅,95平米,3000
20180827,洪山,团结大道,东沙花园北区,2室1厅,63平米,2500
20180827,洪山,团结大道,金地自在城,4室1厅,9平米,1160
20180827,洪山,团结大道,徐东苑,2室1厅,68平米,2000
20180827,洪山,团结大道,保利城,2室2厅,89平米,2750
20180827,洪山,团结大道,金地自在城,3室1厅,88平米,3000
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,72平米,2300
20180827,洪山,团结大道,武丰佳园,1室0厅,15平米,1200
20180827,洪山,团结大道,铁机还建楼二期,5室1厅,10平米,860
20180827,洪山,团结大道,金地自在城,1室1厅,40平米,1600
20180827,洪山,团结大道,东沙花园北区,2室1厅,60平米,2400
20180827,洪山,团结大道,金地自在城,1室1厅,37平米,1900
20180827,洪山,团结大道,保利城,4室1厅,11平米,1060
20180827,洪山,团结大道,保利城,2室2厅,90平米,2500
20180827,洪山,团结大道,花样年幸福万象,1室1厅,36平米,1800
20180827,洪山,团结大道,花样年幸福万象,1室1厅,39平米,1800
20180827,洪山,团结大道,保利城,3室2厅,94平米,3600
20180827,洪山,团结大道,保利城,2室2厅,90平米,2800
20180827,洪山,团结大道,金地自在城,1室1厅,38平米,1500
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,72平米,2100
20180827,洪山,团结大道,天丰花园,3室2厅,123平米,3200
20180827,洪山,团结大道,江南新天地A区,2室1厅,80平米,2100
20180827,洪山,团结大道,中南宿舍,3室1厅,90平米,3300
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,9平米,890
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,9平米,1030
20180827,洪山,团结大道,金地自在城,3室2厅,118平米,2500
20180827,洪山,团结大道,保利城,3室2厅,94平米,1800
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,9平米,860
20180827,洪山,团结大道,东湖尚郡,2室1厅,50平米,4200
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,94平米,2900
20180827,洪山,团结大道,保利城SOHO中心,1室1厅,45平米,2300
20180827,洪山,团结大道,保利城,3室2厅,123平米,2000
20180827,洪山,团结大道,铁机还建楼二期,4室1厅,94平米,2900
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,71平米,2200
20180827,洪山,团结大道,武丰佳园,1室1厅,30平米,800
20180827,洪山,团结大道,保利城,4室2厅,177平米,4000
20180827,洪山,团结大道,保利城,3室2厅,95平米,3000
20180827,洪山,团结大道,东亭新嘉源,2室1厅,50平米,1500
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2400
20180827,洪山,团结大道,金地自在城,1室1厅,38平米,2100
20180827,洪山,团结大道,花样年幸福万象,1室1厅,47平米,1800
20180827,洪山,团结大道,保利城,3室2厅,123平米,3000
20180827,洪山,团结大道,花样年花郡,3室2厅,120平米,4000
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,70平米,1500
20180827,洪山,团结大道,保利城,3室1厅,84平米,3200
20180827,洪山,团结大道,金地自在城,1室1厅,40平米,2000
20180827,洪山,团结大道,天丰花园,3室2厅,114平米,3100
20180827,洪山,团结大道,金地自在城,5室1厅,8平米,990
20180827,洪山,团结大道,金地自在城,5室1厅,9平米,990
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,71平米,2200
20180827,洪山,团结大道,铁机还建楼二期,5室1厅,17平米,1230
20180827,洪山,团结大道,保利城,3室1厅,89平米,3100
20180827,洪山,团结大道,丽华苑,2室1厅,83平米,2300
20180827,洪山,团结大道,保利城,3室2厅,93平米,3000
20180827,洪山,团结大道,东亭新嘉源,2室1厅,89平米,2500
20180827,洪山,团结大道,保利城,2室2厅,78平米,2700
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,72平米,2400
20180827,洪山,团结大道,丽华苑,2室2厅,84平米,2400
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,71平米,2000
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2300
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2400
20180827,洪山,团结大道,爱家皇家公馆,3室2厅,158平米,3200
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,72平米,2200
20180827,洪山,团结大道,金地自在城,3室1厅,10平米,1130
20180827,洪山,团结大道,金地自在城,3室1厅,9平米,1090
20180827,洪山,团结大道,金地自在城,3室2厅,118平米,4000
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,75平米,2000
20180827,洪山,团结大道,东沙花园北区,2室1厅,60平米,2400
20180827,洪山,团结大道,金地自在城,1室1厅,37平米,1900
20180827,洪山,团结大道,保利城,4室1厅,11平米,1060
20180827,洪山,团结大道,保利城,2室2厅,90平米,2500
20180827,洪山,团结大道,花样年幸福万象,1室1厅,36平米,1800
20180827,洪山,团结大道,花样年幸福万象,1室1厅,39平米,1800
20180827,洪山,团结大道,保利城SOHO中心,1室1厅,44平米,2200
20180827,洪山,团结大道,爱家国际华城,2室2厅,97平米,3200
20180827,洪山,团结大道,爱家皇家公馆,2室2厅,97平米,2900
20180827,洪山,团结大道,保利城,3室2厅,95平米,3000
20180827,洪山,团结大道,铁机还建楼二期,5室1厅,8平米,790
20180827,洪山,团结大道,保利城SOHO中心,1室1厅,60平米,2100
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,71平米,2500
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,72平米,2400
20180827,洪山,团结大道,金地自在城,4室1厅,120平米,4500
20180827,洪山,团结大道,保利城SOHO中心,1室1厅,45平米,2000
20180827,洪山,团结大道,中南宿舍,2室2厅,74平米,1600
20180827,洪山,团结大道,东湖尚郡,3室2厅,101平米,9000
20180827,洪山,团结大道,绿景苑港东名居一期,2室2厅,86平米,2200
20180827,洪山,团结大道,保利城,3室1厅,9平米,990
20180827,洪山,团结大道,融海杰座,2室2厅,82平米,2800
20180827,洪山,团结大道,保利城,2室2厅,85平米,3200
20180827,洪山,团结大道,九阳轩,2室2厅,99平米,2200
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,71平米,2200
20180827,洪山,团结大道,九阳轩,2室2厅,97平米,2400
20180827,洪山,团结大道,中南宿舍,3室1厅,80平米,1700
20180827,洪山,团结大道,绿景苑港东名居一期,2室1厅,88平米,2400
20180827,洪山,团结大道,天丰花园,3室2厅,120平米,3500
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,75平米,2100
20180827,洪山,团结大道,东湖尚郡,1室0厅,12平米,1100
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,95平米,2600
20180827,洪山,团结大道,东亭新嘉源,2室2厅,86平米,2500
20180827,洪山,团结大道,东湖尚郡,3室2厅,206平米,9500
20180827,洪山,团结大道,徐东苑,2室1厅,67平米,2000
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,71平米,2100
20180827,洪山,团结大道,金地自在城,1室1厅,37平米,1900
20180827,洪山,团结大道,保利城,2室2厅,90平米,1500
20180827,洪山,团结大道,保利城,3室1厅,93平米,3000
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,73平米,2300
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2200
20180827,洪山,团结大道,武丰佳园,1室1厅,26平米,900
20180827,洪山,团结大道,金地自在城,3室2厅,118平米,1800
20180827,洪山,团结大道,东湖尚郡,4室2厅,235平米,4500
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,74平米,2000
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,74平米,2100
20180827,洪山,团结大道,天丰花园,3室2厅,115平米,3200
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,71平米,2200
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,72平米,2300
20180827,洪山,团结大道,武丰佳园,1室0厅,25平米,750
20180827,洪山,团结大道,保利城SOHO中心,2室2厅,132平米,4200
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,75平米,2000
20180827,洪山,团结大道,保利城,2室1厅,90平米,2800
20180827,洪山,团结大道,保利城,3室1厅,95平米,3000
20180827,洪山,团结大道,保利城,3室2厅,95平米,3000
20180827,洪山,团结大道,爱家皇家公馆,3室2厅,136平米,4000
20180827,洪山,团结大道,保利城,2室1厅,90平米,3000
20180827,洪山,团结大道,金地自在城,1室1厅,41平米,1600
20180827,洪山,团结大道,保利城,2室1厅,78平米,2700
20180827,洪山,团结大道,金地自在城,3室2厅,87平米,1000
20180827,洪山,团结大道,东亭新嘉源,1室2厅,90平米,900
20180827,洪山,团结大道,东亭新嘉源,2室2厅,80平米,2400
20180827,洪山,团结大道,爱家皇家公馆,2室2厅,94平米,3100
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,73平米,2300
20180827,洪山,团结大道,金地自在城,3室2厅,118平米,4000
20180827,洪山,团结大道,保利城SOHO中心,1室1厅,44平米,2200
20180827,洪山,团结大道,爱家国际华城,2室2厅,97平米,3200
20180827,洪山,团结大道,爱家皇家公馆,2室2厅,97平米,2900
20180827,洪山,团结大道,保利城,3室2厅,95平米,3000
20180827,洪山,团结大道,铁机还建楼二期,5室1厅,8平米,790
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,75平米,2000
20180827,洪山,团结大道,东沙花园北区,2室1厅,60平米,2400
20180827,洪山,团结大道,金地自在城,1室1厅,37平米,1900
20180827,洪山,团结大道,保利城,4室1厅,11平米,1060
20180827,洪山,团结大道,保利城,2室2厅,90平米,2500
20180827,洪山,团结大道,天丰花园,3室2厅,114平米,3100
20180827,洪山,团结大道,江南新天地A区,2室1厅,80平米,2100
20180827,洪山,团结大道,中南宿舍,3室1厅,90平米,3300
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,9平米,890
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,9平米,1030
20180827,洪山,团结大道,金地自在城,3室2厅,118平米,2500
20180827,洪山,团结大道,保利城,3室2厅,94平米,1800
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,9平米,860
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,72平米,2400
20180827,洪山,团结大道,丽华苑,2室2厅,84平米,2400
20180827,洪山,团结大道,保利城,3室2厅,95平米,3000
20180827,洪山,团结大道,爱家皇家公馆,1室0厅,47平米,2400
20180827,洪山,团结大道,保利城,2室2厅,78平米,2600
20180827,洪山,团结大道,铁机还建楼二期,3室2厅,126平米,3400
20180827,洪山,团结大道,金地自在城,5室1厅,8平米,990
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,71平米,2200
20180827,洪山,团结大道,铁机还建楼二期,5室1厅,17平米,1230
20180827,洪山,团结大道,铁机还建楼二期,3室1厅,72平米,2200
20180827,洪山,团结大道,丽华苑,2室2厅,85平米,2500
20180827,洪山,团结大道,东亭新嘉源,2室1厅,50平米,1500
20180827,洪山,团结大道,铁机还建楼二期,2室1厅,72平米,2400
20180827,洪山,团结大道,金地自在城,1室1厅,38平米,2100
20180827,洪山,团结大道,花样年幸福万象,1室1厅,47平米,1800
20180827,洪山,团结大道,保利城,3室2厅,123平米,3000
20180827,洪山,团结大道,花样年花郡,3室2厅,120平米,4000
20180827,洪山,团结大道,铁机还建楼二期,2室2厅,70平米,1500
